boundaries_hcma_w10,sixes_hcma_w10,fifties_hcma_w10,hundreds_hcma_w10,ducks_hcma_w10,thirty_run_innings_hcma_w10,caught_hcma_w10,run out_hcma_w10,direct_hcma_w10,stumped_hcma_w10,3+catches_hcma_w10,wickets_taken_hcma_w10,3wickets_haul_hcma_w10,5wickets_haul_hcma_w10,maiden_overs_hcma_w10,wickets_lbw_bowled_hcma_w10,boundaries_hcma_w30,sixes_hcma_w30,fifties_hcma_w30,hundreds_hcma_w30,ducks_hcma_w30,thirty_run_innings_hcma_w30,caught_hcma_w30,run out_hcma_w30,direct_hcma_w30,stumped_hcma_w30,3+catches_hcma_w30,wickets_taken_hcma_w30,3wickets_haul_hcma_w30,5wickets_haul_hcma_w30,maiden_overs_hcma_w30,wickets_lbw_bowled_hcma_w30,boundaries_hcma_w50,sixes_hcma_w50,fifties_hcma_w50,hundreds_hcma_w50,ducks_hcma_w50,thirty_run_innings_hcma_w50,caught_hcma_w50,run out_hcma_w50,direct_hcma_w50,stumped_hcma_w50,3+catches_hcma_w50,wickets_taken_hcma_w50,3wickets_haul_hcma_w50,5wickets_haul_hcma_w50,maiden_overs_hcma_w50,wickets_lbw_bowled_hcma_w50,dot_balls_ewma_w3_alpha0.5,dot_balls_ewma_w3_alpha0.7,dot_balls_ewma_w3_alpha0.9,total_runs_ewma_w3_alpha0.5,total_runs_ewma_w3_alpha0.7,total_runs_ewma_w3_alpha0.9,balls_faced_ewma_w3_alpha0.5,balls_faced_ewma_w3_alpha0.7,balls_faced_ewma_w3_alpha0.9,strike_rate_ewma_w3_alpha0.5,strike_rate_ewma_w3_alpha0.7,strike_rate_ewma_w3_alpha0.9,runs_conceded_ewma_w3_alpha0.5,runs_conceded_ewma_w3_alpha0.7,runs_conceded_ewma_w3_alpha0.9,balls_bowled_ewma_w3_alpha0.5,balls_bowled_ewma_w3_alpha0.7,balls_bowled_ewma_w3_alpha0.9,economy_rate_ewma_w3_alpha0.5,economy_rate_ewma_w3_alpha0.7,economy_rate_ewma_w3_alpha0.9,dots_ewma_w3_alpha0.5,dots_ewma_w3_alpha0.7,dots_ewma_w3_alpha0.9,bowling_average_ewma_w3_alpha0.5,bowling_average_ewma_w3_alpha0.7,bowling_average_ewma_w3_alpha0.9,dot_balls_ewma_w5_alpha0.5,dot_balls_ewma_w5_alpha0.7,dot_balls_ewma_w5_alpha0.9,total_runs_ewma_w5_alpha0.5,total_runs_ewma_w5_alpha0.7,total_runs_ewma_w5_alpha0.9,balls_faced_ewma_w5_alpha0.5,balls_faced_ewma_w5_alpha0.7,balls_faced_ewma_w5_alpha0.9,strike_rate_ewma_w5_alpha0.5,strike_rate_ewma_w5_alpha0.7,strike_rate_ewma_w5_alpha0.9,runs_conceded_ewma_w5_alpha0.5,runs_conceded_ewma_w5_alpha0.7,runs_conceded_ewma_w5_alpha0.9,balls_bowled_ewma_w5_alpha0.5,balls_bowled_ewma_w5_alpha0.7,balls_bowled_ewma_w5_alpha0.9,economy_rate_ewma_w5_alpha0.5,economy_rate_ewma_w5_alpha0.7,economy_rate_ewma_w5_alpha0.9,dots_ewma_w5_alpha0.5,dots_ewma_w5_alpha0.7,dots_ewma_w5_alpha0.9,bowling_average_ewma_w5_alpha0.5,bowling_average_ewma_w5_alpha0.7,bowling_average_ewma_w5_alpha0.9,dot_balls_ewma_w7_alpha0.5,dot_balls_ewma_w7_alpha0.7,dot_balls_ewma_w7_alpha0.9,total_runs_ewma_w7_alpha0.5,total_runs_ewma_w7_alpha0.7,total_runs_ewma_w7_alpha0.9,balls_faced_ewma_w7_alpha0.5,balls_faced_ewma_w7_alpha0.7,balls_faced_ewma_w7_alpha0.9,strike_rate_ewma_w7_alpha0.5,strike_rate_ewma_w7_alpha0.7,strike_rate_ewma_w7_alpha0.9,runs_conceded_ewma_w7_alpha0.5,runs_conceded_ewma_w7_alpha0.7,runs_conceded_ewma_w7_alpha0.9,balls_bowled_ewma_w7_alpha0.5,balls_bowled_ewma_w7_alpha0.7,balls_bowled_ewma_w7_alpha0.9,economy_rate_ewma_w7_alpha0.5,economy_rate_ewma_w7_alpha0.7,economy_rate_ewma_w7_alpha0.9,dots_ewma_w7_alpha0.5,dots_ewma_w7_alpha0.7,dots_ewma_w7_alpha0.9,bowling_average_ewma_w7_alpha0.5,bowling_average_ewma_w7_alpha0.7,bowling_average_ewma_w7_alpha0.9,player_role
1.2,0.4,0.0,0.0,0.0,0.1,0.8,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,2.1333333333333333,0.7666666666666667,0.1,0.0,0.06666666666666667,0.16666666666666666,0.7333333333333333,0.03333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.88,0.16,0.0,0.06,0.2,0.72,0.08,0.0,0.2,0.04,0.0,0.0,0.0,0.0,0.0,8.5,7.58,6.020000000000001,13.0,13.36,13.24,14.25,13.330000000000002,11.370000000000001,101.83333333333334,111.94,123.59333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0625,7.4477,6.013700000000001,12.375,13.181799999999999,13.2318,13.6875,13.1491,11.361100000000002,98.86858974358975,111.19576923076923,123.56192307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.078125,7.457177000000001,6.013773000000001,12.65625,13.221166,13.232034,13.875,13.182148000000002,11.361312000000002,98.18539136302294,111.18868582995952,123.56208340080971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,batsman
